crop,soil_type,soil_ph,temperature,humidity,rainfall,disease
Pepper,Sandy,6.9,18,84,19,Bacterial Spot
Tomato,Clay,6.4,29,75,120,Early Blight
Potato,Sandy,5.7,23,58,140,Healthy
Potato,Sandy,6.8,31,59,85,Healthy
Tomato,Sandy,5.9,30,95,76,Early Blight
Potato,Clay,6.1,23,85,65,Early Blight
Tomato,Loamy,6.1,23,61,131,Healthy
Tomato,Clay,6.6,22,70,57,Healthy
Potato,Sandy,6.1,34,64,125,Healthy
Potato,Clay,7.1,18,61,35,Healthy
Potato,Clay,5.6,22,84,34,Early Blight
Potato,Loamy,6.7,29,87,19,Early Blight
Pepper,Loamy,5.9,23,65,142,Healthy
Potato,Clay,5.5,19,58,56,Healthy
Potato,Sandy,5.7,33,93,20,Early Blight
Tomato,Sandy,6.0,23,84,148,Late Blight
Tomato,Sandy,6.3,35,73,153,Early Blight
Tomato,Clay,6.2,21,61,111,Healthy
Tomato,Clay,6.9,35,93,144,Late Blight
Tomato,Loamy,6.9,21,89,33,Early Blight
Pepper,Sandy,6.5,33,93,105,Bacterial Leaf Spot
Pepper,Sandy,7.1,25,62,174,Healthy
Tomato,Sandy,7.1,32,94,138,Late Blight
Potato,Sandy,6.3,31,66,13,Healthy
Tomato,Sandy,5.7,18,88,72,Early Blight
Tomato,Sandy,6.4,29,80,59,Early Blight
Tomato,Sandy,6.1,22,79,74,Early Blight
Potato,Loamy,6.5,32,60,18,Healthy
Potato,Sandy,6.7,21,83,80,Early Blight
Pepper,Sandy,7.1,25,55,110,Healthy
Tomato,Sandy,7.0,30,86,20,Early Blight
Tomato,Sandy,5.8,26,86,82,Early Blight
Pepper,Sandy,6.9,28,91,66,Bacterial Spot
Pepper,Clay,6.5,24,83,62,Bacterial Spot
Tomato,Clay,5.7,30,60,164,Healthy
Tomato,Clay,6.6,18,83,78,Early Blight
Tomato,Loamy,7.0,28,89,134,Late Blight
Potato,Sandy,6.1,18,72,12,Early Blight
Tomato,Loamy,5.7,20,92,51,Early Blight
Tomato,Clay,7.0,21,77,156,Early Blight
Potato,Clay,7.0,25,95,82,Early Blight
Potato,Loamy,6.6,25,67,43,Healthy
Pepper,Sandy,6.6,22,68,49,Healthy
Tomato,Loamy,6.6,18,75,162,Early Blight
Pepper,Sandy,7.0,28,93,54,Bacterial Spot
Tomato,Loamy,6.7,27,80,115,Early Blight
Tomato,Clay,6.7,22,57,33,Healthy
Tomato,Sandy,5.8,27,64,86,Healthy
Potato,Sandy,7.0,27,86,131,Late Blight
Tomato,Loamy,6.8,31,83,168,Late Blight
Pepper,Sandy,7.1,18,95,159,Bacterial Leaf Spot
Potato,Loamy,6.9,23,64,155,Healthy
Tomato,Clay,6.0,28,93,175,Late Blight
Potato,Loamy,5.6,23,76,22,Early Blight
Potato,Clay,6.7,18,84,56,Early Blight
Potato,Sandy,5.5,30,80,94,Early Blight
Pepper,Loamy,6.5,26,75,53,Bacterial Spot
Tomato,Clay,5.6,24,78,53,Early Blight
Pepper,Loamy,5.5,19,84,64,Bacterial Spot
Potato,Loamy,7.0,23,72,24,Early Blight
Pepper,Clay,6.3,23,61,30,Healthy
Tomato,Loamy,6.2,33,80,147,Early Blight
Potato,Sandy,6.4,23,71,28,Early Blight
Pepper,Sandy,6.5,19,94,63,Bacterial Spot
Tomato,Sandy,6.8,33,67,141,Healthy
Pepper,Sandy,7.0,23,72,144,Bacterial Spot
Potato,Clay,5.6,18,76,86,Early Blight
Potato,Loamy,6.8,35,63,75,Healthy
Potato,Sandy,7.1,32,66,137,Healthy
Potato,Clay,6.1,24,65,106,Healthy
Tomato,Clay,7.0,23,95,116,Late Blight
Potato,Sandy,6.0,18,71,120,Early Blight
Tomato,Loamy,6.5,24,57,48,Healthy
Pepper,Loamy,7.1,28,88,67,Bacterial Spot
Potato,Clay,6.9,33,76,119,Early Blight
Tomato,Sandy,6.0,35,83,128,Late Blight
Tomato,Clay,6.7,20,92,164,Late Blight
Tomato,Sandy,7.0,22,60,131,Healthy
Tomato,Loamy,6.8,19,67,164,Healthy
Potato,Clay,5.9,26,75,73,Early Blight
Potato,Loamy,6.7,34,78,168,Early Blight
Pepper,Clay,5.9,33,95,110,Bacterial Leaf Spot
Tomato,Sandy,6.4,30,57,162,Healthy
Tomato,Sandy,7.2,35,95,85,Early Blight
Tomato,Loamy,6.6,18,82,38,Early Blight
Potato,Clay,5.9,20,68,117,Healthy
Pepper,Loamy,6.5,33,88,94,Bacterial Spot
Tomato,Clay,6.5,27,63,24,Healthy
Pepper,Loamy,6.8,18,79,83,Bacterial Spot
Pepper,Sandy,6.8,25,66,138,Healthy
Pepper,Loamy,5.8,34,60,108,Healthy
Tomato,Clay,6.6,31,90,148,Late Blight
Tomato,Sandy,6.3,26,59,107,Healthy
Tomato,Clay,6.7,21,60,116,Healthy
Tomato,Sandy,5.9,25,92,57,Early Blight
Potato,Loamy,6.3,30,81,151,Late Blight
Potato,Loamy,5.8,34,93,73,Early Blight
Pepper,Clay,7.1,18,84,104,Bacterial Leaf Spot
Tomato,Clay,7.1,31,79,173,Early Blight
Pepper,Sandy,6.7,26,68,43,Healthy
Potato,Sandy,5.6,22,92,99,Early Blight
Potato,Loamy,6.4,32,75,35,Early Blight
Potato,Clay,7.2,24,67,136,Healthy
Pepper,Sandy,5.8,35,69,101,Healthy
Potato,Clay,6.4,22,63,21,Healthy
Pepper,Clay,5.8,19,90,89,Bacterial Spot
Pepper,Clay,6.6,28,81,26,Bacterial Spot
Pepper,Sandy,6.5,28,66,180,Healthy
Pepper,Sandy,5.8,33,94,108,Bacterial Leaf Spot
Tomato,Loamy,6.0,26,93,59,Early Blight
Potato,Loamy,6.2,25,74,43,Early Blight
Pepper,Sandy,6.9,27,87,103,Bacterial Leaf Spot
Potato,Loamy,6.5,27,69,84,Healthy
Potato,Clay,6.1,19,85,11,Early Blight
Tomato,Loamy,6.4,23,69,20,Healthy
Pepper,Loamy,7.2,32,60,112,Healthy
Potato,Loamy,6.9,19,82,74,Early Blight
Potato,Loamy,7.1,28,95,136,Late Blight
Potato,Clay,6.4,31,84,73,Early Blight
Tomato,Loamy,6.4,20,83,146,Late Blight
Potato,Clay,6.8,18,79,20,Early Blight
Pepper,Sandy,5.5,24,93,138,Bacterial Leaf Spot
Pepper,Sandy,7.1,33,57,78,Healthy
Pepper,Clay,6.4,33,83,105,Bacterial Leaf Spot
Pepper,Loamy,6.2,34,68,66,Healthy
Tomato,Clay,5.8,34,93,141,Late Blight
Tomato,Sandy,6.7,20,61,89,Healthy
Tomato,Sandy,6.4,24,70,56,Healthy
Pepper,Sandy,5.7,18,63,131,Healthy
Pepper,Clay,7.2,31,79,179,Bacterial Spot
Pepper,Sandy,7.0,21,91,129,Bacterial Leaf Spot
Pepper,Loamy,6.5,32,95,25,Bacterial Spot
Potato,Loamy,7.0,28,85,146,Late Blight
Potato,Sandy,6.6,20,71,58,Early Blight
Pepper,Clay,6.9,33,93,83,Bacterial Spot
Tomato,Sandy,6.6,28,75,169,Early Blight
Tomato,Loamy,7.1,26,58,178,Healthy
Potato,Clay,6.4,18,65,170,Healthy
Potato,Loamy,5.7,29,73,90,Early Blight
Tomato,Clay,6.8,26,57,172,Healthy
Pepper,Clay,6.3,25,93,102,Bacterial Leaf Spot
Pepper,Sandy,6.5,33,56,125,Healthy
Potato,Loamy,6.2,30,84,140,Late Blight
Tomato,Sandy,5.9,23,77,162,Early Blight
Potato,Clay,6.0,18,55,139,Healthy
Tomato,Clay,7.1,31,68,37,Healthy
Tomato,Sandy,6.1,24,79,127,Early Blight
Tomato,Loamy,5.6,26,89,68,Early Blight
Pepper,Clay,6.1,34,90,106,Bacterial Leaf Spot
Tomato,Sandy,6.7,32,80,83,Early Blight
Pepper,Clay,5.6,24,70,71,Healthy
Potato,Sandy,6.7,28,69,90,Healthy
Potato,Clay,6.0,18,59,13,Healthy
Tomato,Sandy,6.4,28,75,78,Early Blight
Tomato,Clay,5.8,30,67,152,Healthy
Potato,Sandy,5.6,28,81,87,Early Blight
Tomato,Sandy,7.0,32,56,171,Healthy
Pepper,Loamy,6.6,27,91,40,Bacterial Spot
Tomato,Clay,5.8,25,55,70,Healthy
Pepper,Clay,6.4,34,87,24,Bacterial Spot
Tomato,Sandy,6.4,28,87,152,Late Blight
Tomato,Clay,6.8,28,68,84,Healthy
Tomato,Clay,5.7,32,56,107,Healthy
Tomato,Loamy,6.3,20,87,139,Late Blight
Tomato,Sandy,6.4,34,92,93,Early Blight
Potato,Sandy,5.8,29,85,150,Late Blight
Potato,Loamy,6.8,26,75,19,Early Blight
Tomato,Clay,7.0,34,58,124,Healthy
Potato,Clay,6.0,35,69,64,Healthy
Potato,Loamy,6.5,33,81,57,Early Blight
Tomato,Sandy,6.9,33,73,87,Early Blight
Potato,Loamy,6.9,22,59,141,Healthy
Tomato,Clay,7.1,34,87,178,Late Blight
Potato,Loamy,7.0,19,79,43,Early Blight
Potato,Loamy,5.7,21,94,122,Late Blight
Pepper,Sandy,7.1,27,73,48,Bacterial Spot
Tomato,Sandy,6.3,33,84,114,Late Blight
Pepper,Sandy,7.2,35,90,24,Bacterial Spot
Pepper,Loamy,5.7,30,74,42,Bacterial Spot
Pepper,Clay,6.0,19,67,121,Healthy
Potato,Sandy,6.3,21,78,64,Early Blight
Potato,Clay,6.2,33,79,100,Early Blight
Potato,Loamy,6.1,19,95,121,Late Blight
Pepper,Loamy,6.5,29,90,125,Bacterial Leaf Spot
Potato,Sandy,5.6,28,85,98,Early Blight
Potato,Clay,5.7,30,66,24,Healthy
Potato,Clay,5.8,29,61,135,Healthy
Tomato,Clay,6.8,28,83,142,Late Blight
Potato,Clay,6.7,35,57,104,Healthy
Pepper,Sandy,7.1,18,68,114,Healthy
Potato,Sandy,5.8,23,87,175,Late Blight
Tomato,Loamy,6.5,33,58,139,Healthy
Pepper,Loamy,6.3,30,78,167,Bacterial Spot
Pepper,Sandy,6.4,25,81,32,Bacterial Spot
Pepper,Sandy,6.8,23,80,39,Bacterial Spot
Potato,Loamy,6.8,28,78,94,Early Blight
Potato,Clay,7.0,35,66,74,Healthy
Potato,Sandy,6.7,18,85,142,Late Blight
Tomato,Loamy,6.5,26,94,152,Late Blight
Pepper,Clay,6.3,27,73,55,Bacterial Spot
Pepper,Loamy,7.1,27,71,19,Bacterial Spot
Pepper,Sandy,7.0,30,58,74,Healthy
Tomato,Clay,7.0,34,57,177,Healthy
Potato,Sandy,7.1,28,59,112,Healthy
Pepper,Clay,6.5,23,72,71,Bacterial Spot
Potato,Sandy,6.4,26,85,155,Late Blight
Pepper,Loamy,5.7,26,59,25,Healthy
Pepper,Sandy,6.9,30,55,75,Healthy
Tomato,Loamy,6.3,32,85,19,Early Blight
Potato,Loamy,5.8,29,59,174,Healthy
Potato,Clay,5.7,26,88,119,Late Blight
Tomato,Sandy,5.7,19,81,68,Early Blight
Pepper,Sandy,6.3,29,66,130,Healthy
Tomato,Clay,6.7,30,88,130,Late Blight
Tomato,Loamy,5.7,33,62,135,Healthy
Potato,Sandy,6.5,19,81,105,Late Blight
Tomato,Loamy,6.1,35,89,99,Early Blight
Potato,Sandy,6.7,32,88,82,Early Blight
Potato,Clay,7.1,34,80,171,Early Blight
Tomato,Loamy,6.6,32,71,28,Early Blight
Tomato,Sandy,6.2,19,69,36,Healthy
Tomato,Clay,6.5,23,64,129,Healthy
Potato,Clay,6.0,21,69,171,Healthy
Tomato,Loamy,6.1,22,70,132,Healthy
Tomato,Clay,6.2,22,65,44,Healthy
Pepper,Sandy,6.2,33,75,115,Bacterial Spot
Pepper,Sandy,7.1,35,56,12,Healthy
Potato,Sandy,6.8,27,55,105,Healthy
Tomato,Loamy,6.7,28,71,137,Early Blight
Potato,Clay,7.2,18,72,109,Early Blight
Pepper,Clay,6.0,19,91,54,Bacterial Spot
Pepper,Sandy,6.7,28,78,86,Bacterial Spot
Tomato,Sandy,6.9,32,71,127,Early Blight
Pepper,Loamy,5.7,33,56,120,Healthy
Pepper,Clay,6.4,29,73,28,Bacterial Spot
Potato,Sandy,5.6,27,61,77,Healthy
Tomato,Loamy,6.9,26,83,160,Late Blight
Tomato,Loamy,6.0,24,57,33,Healthy
Pepper,Sandy,5.7,23,70,43,Healthy
Potato,Sandy,6.5,29,73,140,Early Blight
Pepper,Clay,5.7,24,74,35,Bacterial Spot
Pepper,Sandy,6.6,20,89,155,Bacterial Leaf Spot
Potato,Loamy,6.2,35,82,92,Early Blight
Potato,Sandy,6.4,20,83,162,Late Blight
Tomato,Sandy,6.1,24,94,67,Early Blight
Potato,Clay,6.4,32,63,19,Healthy
Potato,Clay,6.7,22,95,178,Late Blight
Potato,Sandy,5.9,30,58,82,Healthy
Potato,Clay,5.6,25,76,25,Early Blight
Pepper,Loamy,6.9,21,88,59,Bacterial Spot
Tomato,Loamy,6.3,23,91,48,Early Blight
Tomato,Sandy,6.7,20,90,72,Early Blight
Potato,Sandy,6.6,33,69,105,Healthy
Potato,Clay,6.6,20,89,133,Late Blight
Pepper,Clay,6.1,31,95,20,Bacterial Spot
Tomato,Loamy,5.8,33,91,146,Late Blight
Tomato,Sandy,6.8,20,91,139,Late Blight
Pepper,Loamy,6.6,22,58,48,Healthy
Potato,Clay,6.8,32,57,179,Healthy
Potato,Sandy,6.0,27,91,73,Early Blight
Tomato,Loamy,5.7,25,74,16,Early Blight
Potato,Loamy,6.7,26,68,162,Healthy
Pepper,Loamy,6.6,20,74,172,Bacterial Spot
Potato,Clay,5.7,19,56,40,Healthy
Tomato,Clay,7.0,28,79,111,Early Blight
Potato,Clay,6.7,30,79,68,Early Blight
Potato,Sandy,7.0,31,61,173,Healthy
Pepper,Sandy,6.3,30,95,17,Bacterial Spot
Pepper,Loamy,6.7,35,87,138,Bacterial Leaf Spot
Pepper,Sandy,6.8,29,70,30,Healthy
Pepper,Clay,6.4,34,59,125,Healthy
Pepper,Sandy,6.9,25,74,154,Bacterial Spot
Potato,Loamy,5.6,18,64,118,Healthy
Potato,Clay,6.3,26,82,109,Late Blight
Potato,Loamy,5.7,31,90,91,Early Blight
Pepper,Clay,7.0,31,84,13,Bacterial Spot
Pepper,Clay,6.8,19,91,43,Bacterial Spot
Potato,Clay,5.7,34,57,27,Healthy
Potato,Sandy,6.4,20,89,60,Early Blight
Tomato,Clay,6.3,25,86,79,Early Blight
Tomato,Sandy,5.6,19,75,88,Early Blight
Potato,Clay,6.0,32,72,55,Early Blight
Tomato,Loamy,6.9,29,63,176,Healthy
Potato,Clay,6.4,21,66,151,Healthy
Pepper,Sandy,6.1,30,80,103,Bacterial Spot
Potato,Sandy,6.3,28,60,10,Healthy
Pepper,Sandy,5.8,30,80,107,Bacterial Spot
Pepper,Clay,6.9,33,59,149,Healthy
Pepper,Sandy,6.3,24,85,15,Bacterial Spot
Potato,Sandy,6.2,27,85,35,Early Blight
Potato,Sandy,6.7,25,63,96,Healthy
Tomato,Loamy,6.6,18,61,105,Healthy
Potato,Sandy,6.9,18,73,63,Early Blight
Potato,Sandy,5.7,18,69,150,Healthy
Potato,Clay,7.0,34,64,19,Healthy
Potato,Clay,5.7,30,58,53,Healthy
Pepper,Sandy,6.1,27,95,168,Bacterial Leaf Spot
Potato,Clay,6.4,31,94,81,Early Blight
Tomato,Clay,6.1,21,87,105,Late Blight
